Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.05086148257989,3.86890214272142,1.32618894948084,1.39346833534671,0.652527944641818,-0.720420575171744,2.77921908102958,1.00399237186306,0.379563284080547,0.548743629011298,2.00005201118192,1.099620617724,1.78594064716746,-0.541667023472826,-0.546019580974331,-0.939992961238175,-6.61247509796932,2.13263632780773,1.96825188007162,2.55120301937745
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.96180030257187,1.38244656662118,2.31149918514424,3.67899574741699,4.85859062814939,5.73706036145628,3.91106195534028,4.5242115050527,8.89145091062317,3.25423910998847,2.91692692067458,4.78444700693889,6.39769480268757,5.59111590961664,4.26999020467084,1.95176821052892,2.41513094083414,7.22606307415477,9.26551551551553,9.32217375928322
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.207,11.206,10.202,12,12.137,12.259,14.057,13.63,12.346,11.701
Algeria,DZA,"Population, total",SP.POP.TOTL,32628286,33109249,33623506,34189416,34816961,35490445,36188236,36903376,37646166,38414171,39205031,40019529,40850721,41689299,42505035,43294546,44042091,44761099,45477389,46164219
Algeria,DZA,"Population, female",SP.POP.TOTL.FE.IN,15854109,16098219,16359132,16643697,16955518,17288358,17633783,17988948,18358888,18741956,19136664,19543144,19956557,20373068,20780238,21175753,21551767,21912671,22270515,22614984
Algeria,DZA,"Population, male",SP.POP.TOTL.MA.IN,16774177,17011030,17264374,17545719,17861443,18202087,18554453,18914428,19287278,19672215,20068367,20476385,20894164,21316231,21724797,22118793,22490324,22848428,23206874,23549235
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.536,72.836,73.116,73.346,73.618,73.871,74.144,74.383,74.609,74.809,74.992,75.159,75.31,75.431,75.555,75.682,73.257,75.208,76.129,76.261
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.35918843746185,-0.913666009902954,-1.1264134645462,-1.15058553218842,-1.09584629535675,-1.19691348075867,-1.25936758518219,-1.36056065559387,-1.32504332065582,-1.20237147808075,-1.19053518772125,-1.09078657627106,-1.09974193572998,-0.919614315032959,-0.842107713222504,-1.05585384368896,-0.847820401191711,-0.992457151412964,-0.650652348995209,-0.577885270118713
Algeria,DZA,Control of Corruption: Estimate,CC.EST,-0.699272692203522,-0.466420471668243,-0.564962565898895,-0.592309474945068,-0.633444845676422,-0.614938259124756,-0.552147269248962,-0.572699666023254,-0.521544516086578,-0.472966939210892,-0.61311799287796,-0.639462769031525,-0.673700511455536,-0.598896265029907,-0.658903956413269,-0.656169533729553,-0.666826963424683,-0.635961413383484,-0.638041079044342,-0.589308321475983
Algeria,DZA,Refugees under the mandate of the UNHCR by country or territory of origin,SM.POP.RHCR.EO,10650,12024,8338,10599,9044,8168,6665,6093,5657,3643,3509,3470,3705,4021,4181,4514,4571,6003,7734,7629
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.559222877025604,-0.446233421564102,-0.438161790370941,-0.537276387214661,-0.603184521198273,-0.534546136856079,-0.395901709794998,-0.520578742027283,-0.447385340929031,-0.431544005870819,-0.339864790439606,-0.410829484462738,-0.464708805084229,-0.537024140357971,-0.488536387681961,-0.567920982837677,-0.573643207550049,-0.65274578332901,-0.51349949836731,-0.670135140419006
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.68022053736145,-0.0545952701160815,-3.68497685539259,2.32559828018989,-2.16041177422564,-3.6489098592902,0.84468159199173,0.606612624100549,-3.62202258510453,-1.62801355404956,2.79061243809868,4.29662336687659,-0.488137584297121,-5.79936404816848,4.03850712136055,0.897584681397618,5.3517874262504,0.297884820349225,3.59327606262792,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,56818,56617,56374,56113,55828,55528,55228,54895,54489,54006,53466,52878,52245,51586,50908,50209,49761,49225,48342,47521
American Samoa,ASM,"Population, female",SP.POP.TOTL.FE.IN,27800,27727,27631,27523,27409,27297,27171,27009,26805,26566,26303,26017,25713,25406,25098,24788,24591,24337,23912,23520
American Samoa,ASM,"Population, male",SP.POP.TOTL.MA.IN,29018,28890,28743,28590,28419,28231,28057,27886,27684,27440,27163,26861,26532,26180,25810,25421,25170,24888,24430,24001
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.277,72.382,72.397,72.365,72.43,70.839,72.587,72.662,72.709,72.769,72.687,72.654,72.64,72.801,72.794,72.751,72.672,72.708,72.752,72.852
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7369264960289,0.746284067630768,0.703987658023834,0.967931151390076,0.984463036060333,0.945724666118622,0.919146716594696,0.933990180492401,0.952990829944611,0.928985774517059,1.08068346977234,1.15167808532715,1.15855598449707,1.18432366847992,1.16629731655121,1.1449339389801,1.09020864963531,1.0668408870697,1.12317395210266,1.11422121524811
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,0.791444957256317,0.789309144020081,0.299861043691635,0.30806240439415,0.317555278539658,0.347466081380844,0.328756839036942,0.310445874929428,0.29941114783287,0.303002297878265,1.2206939458847,1.15172910690308,1.15941143035889,1.76228725910187,1.78064966201782,1.78022909164429,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
American Samoa,ASM,Refugees under the mandate of the UNHCR by country or territory of origin,SM.POP.RHCR.EO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,-0.126988679170609,0.224700346589088,0.245477885007858,0.481087028980255,0.498479098081589,0.497974842786789,0.487727552652359,0.481366097927094,0.48122963309288,0.486766904592514,0.438561886548996,0.442817568778992,0.482561141252518,0.510476231575012,0.498675554990768,0.489976644515991,0.63264924287796,0.638740062713623,0.66762912273407,0.654167771339417
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.09540001410325,1.18302768739022,1.95883002800001,-1.2896115123411,-7.38929878788132,-5.74648545856505,1.88988084312282,3.7495175357235,-3.80075429834201,-1.44394540350855,4.52989381717444,3.63079793724701,3.69962046811506,-1.80605703312767,-0.30211930399588,0.265352820614368,-12.2238384935431,6.92704485233561,7.72123800096536,1.1232590791063
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,74325,77421,79585,81877,83495,83888,80706,77783,76834,75194,73737,72174,72181,73763,75162,76474,77380,78364,79705,80856
Andorra,AND,"Population, female",SP.POP.TOTL.FE.IN,35636,37047,38002,39026,39821,40123,39099,38101,37671,36953,36337,35669,35679,36364,36959,37559,37994,38353,38912,39502
Andorra,AND,"Population, male",SP.POP.TOTL.MA.IN,38689,40374,41583,42851,43674,43765,41607,39682,39163,38241,37400,36505,36502,37399,38203,38915,39386,40011,40793,41354
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.815,83.086,83.374,83.632,83.855,84.1,84.197,84.296,84.334,84.406,84.485,84.532,84.489,84.359,84.242,84.098,79.418,82.331,84.016,84.041
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.40210604667664,1.38492727279663,1.34965407848358,1.34201574325562,1.33847212791443,1.29713952541351,1.27827215194702,1.30248832702637,1.29035115242004,1.28392601013184,1.28659331798553,1.36598539352417,1.38275027275085,1.39288973808289,1.39124858379364,1.57736670970917,1.58867537975311,1.58125936985016,1.58598840236664,1.58346593379974
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.11915028095245,1.26966309547424,1.25131320953369,1.26187098026276,1.27677536010742,1.3177649974823,1.30177271366119,1.27229809761047,1.26053082942963,1.25358092784882,1.2206939458847,1.15172910690308,1.15941143035889,1.17178130149841,1.17894005775452,1.17618942260742,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
Andorra,AND,Refugees under the mandate of the UNHCR by country or territory of origin,SM.POP.RHCR.EO,0,10,10,10,5,5,5,5,6,5,5,5,0,0,..,..,0,0,5,0
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.50376403331757,1.28759801387787,1.53840279579163,1.50177264213562,1.52840650081635,1.53620111942291,1.51271617412567,1.49892425537109,1.52334606647491,1.53249549865723,1.71216595172882,1.74073541164398,1.80540561676025,1.87694644927979,1.87921941280365,1.85192060470581,1.7492413520813,1.74892807006836,1.49526071548462,1.4754387140274
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.03277266902487,10.9112436267704,7.51431491457519,9.82194382769093,7.04803548922715,-2.90228933630272,0.45432400635525,-0.473683326061277,4.40758705942397,0.990675718833643,0.981943967654047,-2.63070183214901,-6.00264868319587,-3.62075768171319,-4.6659699174492,-4.01001733670611,-8.67207617426551,-1.96959068680444,-0.143628267802001,-2.06277329277863
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,43.5421067519687,22.953513851394,13.3052101780032,12.2514974459487,12.4758291326398,13.7302839288408,14.4696564932577,13.4824679218511,10.2779049218839,8.77781429332624,7.28038730361121,9.35597215533784,30.6944150806719,29.8444799015679,19.6289379701521,17.080954143438,22.271539247051,25.7542948841891,21.3552901320822,13.6441017767715
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.378,16.36,16.206,16.153,16.228,16.431,16.618,16.77,16.562,16.492,16.406,16.49,16.575,16.61,16.594,16.497,16.69,15.799,14.602,14.537
Angola,AGO,"Population, total",SP.POP.TOTL,18600423,19291161,20015279,20778561,21578655,22414773,23294825,24218352,25177394,26165620,27160769,28157798,29183070,30234839,31297155,32375632,33451132,34532429,35635029,36749906
Angola,AGO,"Population, female",SP.POP.TOTL.FE.IN,9458511,9805023,10167885,10550081,10950695,11369373,11810187,12273289,12754843,13251381,13751500,14252582,14767682,15295911,15829364,16370876,16911493,17455057,18008613,18568216
Angola,AGO,"Population, male",SP.POP.TOTL.MA.IN,9141912,9486138,9847394,10228480,10627960,11045400,11484638,11945063,12422551,12914239,13409269,13905216,14415388,14938928,15467791,16004756,16539639,17077372,17626416,18181690
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.123,52.13,52.965,54.2,55.281,56.225,57.242,58.093,58.916,59.705,60.396,61.042,61.619,62.122,62.622,63.051,63.116,62.958,64.246,64.617
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.0631206035614,-0.885178327560425,-0.539453446865082,-0.666658759117126,-0.361787378787994,-0.34759184718132,-0.226182341575623,-0.369237810373306,-0.389322549104691,-0.39123347401619,-0.333232045173645,-0.50538581609726,-0.321580082178116,-0.387895494699478,-0.347208589315414,-0.368411600589752,-0.599917888641357,-0.710480749607086,-0.630108535289764,-0.34150505065918
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.37756884098053,-1.32318198680878,-1.24103772640228,-1.30749356746674,-1.30876457691193,-1.39776611328125,-1.33247494697571,-1.36746907234192,-1.30240142345428,-1.33697164058685,-1.45822596549988,-1.42772650718689,-1.48399043083191,-1.44517171382904,-1.19948387145996,-1.05461812019348,-0.93506121635437,-0.649475812911987,-0.612375736236572,-0.60992020368576
Angola,AGO,Refugees under the mandate of the UNHCR by country or territory of origin,SM.POP.RHCR.EO,228842,215811,206482,186137,171374,141006,134851,128657,19253,10274,9468,11855,8388,8292,8243,8176,8196,11403,12021,11506
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.32887244224548,-1.1102192401886,-1.38104915618896,-1.20500719547272,-1.06138837337494,-0.945070207118988,-1.13826775550842,-1.19323122501373,-0.988945424556732,-1.24288654327393,-1.05657386779785,-0.929087340831757,-0.971493542194366,-0.951988995075226,-1.00525164604187,-1.1284898519516,-1.25748455524445,-1.1263599395752,-1.02603423595428,-1.00890958309174
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.64483063046555,5.28093213099213,11.3195075383478,7.8435927299922,-1.47076880027247,-13.2818533649575,-9.07937786824402,-3.10798017967963,2.27347711363039,-1.50820352892401,1.40426242466154,0.714460625796505,3.45181047979382,1.89816995619481,6.41445614443519,2.60618050537742,-19.3061079714883,7.60242746368742,8.93719971230415,3.33221753471314
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.03007757853236,2.09875196709308,1.78778537419121,1.41605259409741,5.33380639820233,-0.550159995508914,3.37002540220148,3.4567496723461,3.37688044338874,1.05949782356169,1.08944157435355,0.968993458825638,-0.489437796230499,2.43248789041363,1.20715793367008,1.43135598182984,0.625989707046719,2.06299638545334,7.53107834634288,5.06713865364213
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,78719,79611,80604,81704,82912,84173,85320,86332,87260,88064,88765,89409,89969,90468,90926,91364,91846,92349,92840,93316
Antigua and Barbuda,ATG,"Population, female",SP.POP.TOTL.FE.IN,41614,42058,42553,43101,43704,44334,44909,45416,45881,46287,46641,46966,47248,47499,47726,47940,48179,48430,48670,48908
Antigua and Barbuda,ATG,"Population, male",SP.POP.TOTL.MA.IN,37105,37553,38051,38603,39208,39839,40411,40916,41379,41777,42124,42443,42721,42969,43200,43424,43667,43919,44170,44408
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.329,75.364,75.506,75.72,76.075,76.386,76.701,77.023,77.1,77.05,76.912,76.892,76.968,77.03,77.132,77.168,77.161,77.197,77.483,77.598
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.08463561534882,0.830512523651123,0.799820721149445,0.802670180797577,0.81389182806015,0.721793532371521,0.904999375343323,0.957588255405426,0.975788056850433,0.958863377571106,0.984550714492798,0.987564265727997,0.859249651432037,0.73206090927124,0.823102116584778,0.938079655170441,0.929578840732574,0.949669897556305,0.938082098960876,0.923393249511719
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,0.839856028556824,0.742446184158325,1.11961627006531,1.14696705341339,1.27677536010742,1.3177649974823,1.30177271366119,1.27229809761047,1.26053082942963,1.25358092784882,0.634795427322388,0.642609059810638,0.645367681980133,0.197911337018013,0.236501798033714,0.239614844322205,0.239038527011871,0.231868863105774,0.310727566480637,0.326792687177658
Antigua and Barbuda,ATG,Refugees under the mandate of the UNHCR by country or territory of origin,SM.POP.RHCR.EO,13,13,18,24,25,27,28,32,45,50,53,56,82,99,107,117,108,105,58,67
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.54032027721405,0.447557687759399,0.407992005348206,0.399155050516129,0.498479098081589,0.497974842786789,0.487727552652359,0.481366097927094,0.48122963309288,0.486766904592514,-0.0708797425031662,0.183234006166458,0.217992216348648,-0.0361118540167809,-0.0535420440137386,-0.0548009425401688,-0.204794809222221,-0.193900942802429,-0.160002663731575,0.380410820245743
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.92951713016532,7.73898107569444,6.94185160089025,7.93261011269163,3.00856892610517,-6.9103121153056,8.96819672899282,4.88127252804149,-2.0383253093713,1.39351266056681,-3.51326421042003,1.66091253843923,-3.02450095578762,1.91639608148853,-3.41553683867816,-2.69506723533574,-10.3361096878518,10.1485599877349,5.04819532337936,-1.89294979737558
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.522,11.506,10.078,8.47,7.837,8.645,7.714,7.18,7.217,7.1,7.268,7.579,8.085,8.347,9.22,9.843,11.461,8.736,6.805,6.139
Argentina,ARG,"Population, total",SP.POP.TOTL,38815916,39216789,39622115,40016763,40424148,40854831,41288694,41730660,42161721,42582455,43024071,43477012,43900313,44288894,44654882,44973465,45191965,45312281,45407904,45538401
Argentina,ARG,"Population, female",SP.POP.TOTL.FE.IN,19676039,19874795,20074295,20266488,20464391,20673509,20883716,21099010,21307318,21507070,21718370,21939310,22147408,22335741,22512096,22665751,22772481,22834166,22880775,22941417
Argentina,ARG,"Population, male",SP.POP.TOTL.MA.IN,19139877,19341994,19547820,19750275,19959757,20181322,20404978,20631650,20854403,21075385,21305701,21537702,21752905,21953153,22142786,22307714,22419484,22478115,22527129,22596984
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.871,75.231,75.279,74.783,75.428,75.577,75.68,76.1,75.802,75.829,76.268,76.6,76.105,76.543,76.77,76.847,75.878,73.948,75.806,77.395
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.610934913158417,-0.0417749434709549,0.00196776282973588,0.0977966338396072,-0.0877556875348091,-0.234854578971863,-0.0847978666424751,0.158993661403656,0.103040546178818,0.0653142631053925,-0.00512187136337161,0.00876413471996784,0.197749897837639,0.162542164325714,0.00690981233492494,-0.0978230908513069,-0.0719974040985107,0.000530058634467423,-0.0985943302512169,-0.127517908811569
Argentina,ARG,Control of Corruption: Estimate,CC.EST,-0.414409548044205,-0.377738356590271,-0.33123853802681,-0.372122079133987,-0.434875011444092,-0.445475101470947,-0.355230033397675,-0.364098519086838,-0.445909202098846,-0.434306710958481,-0.549791395664215,-0.581265270709991,-0.299235552549362,-0.309002459049225,-0.0992739275097847,-0.107116244733334,-0.163570061326027,-0.422596842050552,-0.447221606969833,-0.360883951187134
Argentina,ARG,Refugees under the mandate of the UNHCR by country or territory of origin,SM.POP.RHCR.EO,789,850,888,1164,1039,604,553,506,435,381,311,186,120,121,112,99,99,124,194,300
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,0.015197392553091,-0.0979790613055229,-0.0339163094758987,-0.0125325033441186,-0.123509347438812,-0.294032037258148,-0.1117919459939,-0.0723610669374466,-0.206967011094093,-0.254236966371536,-0.111114293336868,-0.0494756102561951,0.218796372413635,0.135085612535477,0.0280606187880039,-0.120795331895351,-0.254261821508408,-0.390557259321213,-0.28348970413208,-0.377517342567444
Armenia,ARM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,11.1144901880771,14.5697018806234,13.8986537041733,14.4208244850475,7.60294775074826,-13.5088421403002,2.91158696816194,5.28437530828725,7.33470454115984,3.37178358702843,3.88187670110254,3.51599547257022,0.611877151180408,7.96544606461424,5.56850117850011,7.83608438672164,-7.16866452731679,5.77142760758333,12.3383335576379,7.51424654746016
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.96126135875795,0.638928002410097,2.89235662459004,4.40736089644516,8.94995335353387,3.40676682683801,8.17636138473952,7.65000807859294,2.55802007757907,5.78966778544651,2.98130868933672,3.73169119261693,-1.403607559009,0.969553268816138,2.52023382001638,1.44344660770698,1.21143577838465,7.18483629443371,8.64091108973855,1.98041877615554
